author,rating,comment,date
Shubham Jain,5.0,Awesome Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Yog Girase,5.0,Superb Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Barun Agarwal,5.0,Nice food Cool ambience ,4 years ago
Yash Kapoor,5.0,Good Service : 1/5 Service : 1/5 ,7 months ago
Suresh Kilari,5.0,Nice,7 months ago
Gopal Ranjan,5.0,Good,7 months ago
VIJAY DHANGAR,5.0,Good,7 months ago
Jagdish Nagar,5.0,Good,7 months ago
Krishna Mohan,5.0,Nice,7 months ago
Shubhasis Rath,5.0,Awesome,7 months ago
Kranthi Dupaki,5.0,Excellent,7 months ago
Divya Chinnu,5.0,Good,7 months ago
Naveed Mohammad,5.0,Good,7 months ago
sumit shinde,5.0,Good,7 months ago
Nur Hasan Mallick,5.0,Good,7 months ago
pratap kumar,5.0,Nice,7 months ago
Abhishek Sharma,1.0,Expensive and not worthy for food,5 years ago
John McMullan,4.0,"Good food, interesting decor.",5 years ago
Abhishek Das,5.0,More stars should have been added if possible,4 years ago
Debojit Ghosh,5.0,Great Italian authentic cuisine.,2 years ago
sacha cohen,5.0,Awesome Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
PRASHANT@ KCGR,5.0,"Excellent food & creative ambiance. Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
 ",9 months ago
debopriyo sanyal,5.0,Fantastic food particularly the pizza and apple pie,4 years ago
Pri tam,5.0,Good place for hangout with your family,4 years ago
Pratyaksh Kapoor,5.0,Food is good and reasonable,5 years ago
Sanjiban Panchali,5.0,Great food.....just awsome.....,10 years ago
Abhash Seksaria,4.0,Good Food Nice Service,a year ago
Raj Anand,5.0,Great Ambiance. Great food.,5 years ago
Am Sc,5.0,"Best pasta in West Bengal, and possibly India.",5 years ago
Amit Sangal,3.0,Nice food. Food : 3/5   |   Service : 4/5   |   Atmosphere : 3/5 Food : 3/5   |   Service : 4/5   |   Atmosphere : 3/5 ,7 months ago
Manoj Bothra,5.0,Good service. Good food.,4 years ago
Ghanshyam Kedia,5.0,The ambience and food both are good,8 years ago
Sayan Roy Sarkar,4.0,Average place to have Italian dishes...,4 years ago
DEVASHISH GHOSH,5.0,Wonderful place for chilling out with friends,3 years ago
Souparno Mitra,5.0,Best Italian Food in Kolkata,6 years ago
Ravindra Chaubey,5.0,Beautiful restaurant,5 years ago
Suchismita Sahu,5.0,Love the italian food available here.,6 years ago
Christophe Plais,5.0,The absolute best pizzas in India,3 years ago
Pritish Shah,4.0,If it's Italian food. It's fire and ice,6 years ago
Sanjay Rout,3.0,Best Italian restaurant in Kolkata,6 years ago
Sonushree Bhargava,5.0,Good food as always,a year ago
Ali Khaan,5.0,It's very suitable for couple,6 years ago
Shailesh Bhatt,5.0,Truly authentic. Must experience,5 years ago
Shreya Nath,5.0,Great food & ambience!,4 years ago
Amit Kandhari,5.0,Best authentic Italian in Kolkata,5 years ago
raj bhargav,4.0,Great place for families n friends,3 years ago
Rishabh Jain,5.0,Awesome Food...Best for Italian,3 years ago
Tonmoy mukherjee,4.0,"Good place Food : 4/5   |   Service : 4/5   |   Atmosphere : 5/5 Recommended dishes 
Pesto Bacon Pizza Food : 4/5   |   Service : 4/5   |   Atmosphere : 5/5 Recommended dishes 
Pesto Bacon Pizza ",6 months ago
Loki Bima,5.0,Really Yummy,7 months ago
Nitin Rungta,5.0,"For some authentic pizza, this is a must visit.",4 years ago
jay soni,4.0,Good experience with a good ambience,4 years ago
Ankit Patni,5.0,Best Italian in town since forever,2 years ago
Hemant Chandak,4.0,Nice Place but very very expensive,6 years ago
Ritu Agarwal,4.0,Good place with friends as an outing,4 years ago
Azharuddin Dxi,5.0,Cool place.,7 months ago
Ankur Ganeriwala,5.0,Pizza and alcohol. Great options. A bit expensive,6 years ago
gautam chatterjee,2.0,Nice. Good for families and groups.,4 years ago
Allan bhaju,5.0,Good place to have Italian food.,4 years ago
Ajay L,3.0,Food Italian place but not much options,4 years ago
Sayantan Mukherjee,3.0,Good food but costly.,4 years ago
Rakesh Bothra,4.0,Good food. Good service.,3 years ago
Swarna Jana,5.0,Authentic Italian in an easy going environment,5 years ago
Sujay Sardar,5.0,Awesome place for italian dishes,6 years ago
Subir Kolay,5.0,Very good,a year ago
Dr. Ranjan Mukherjee,4.0,Loved the food. Pizzas and pasta,4 years ago
Sam D'souza,1.0,Rank Bad. Terrible.,5 years ago
Dipankar Majumdar,4.0,One of the landmark restaurants in Park Street Area.,7 years ago
madhu garg,5.0,One of the best pizzas in town,5 years ago
Sushanta Kumar Biswas,5.0,Food quality is good,6 years ago
Pulak Murarka,5.0,Excellent and authentic food.,3 years ago
Archana Desai,5.0,Love the food and the ambience!,6 years ago
Vivek Suraiya,4.0,Excellent pizzas and Italian food,6 years ago
Biswajoy Ghosh,4.0,Great pizzas. A bit expensive,5 years ago
Niraj Bengani,4.0,Must go for Italian food lover,4 years ago
ankit mishra,5.0,Beautiful place,7 months ago
Arpan Dutta Chowdhury,5.0,Bengal pizza is worth a try.,5 years ago
Vishal Arora,5.0,Chill ambience. Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 ,7 months ago
Subhankar Sau,5.0,Recommended for pizza lovers,2 years ago
ria basu,5.0,Super wow food and ambience,3 years ago
Abhyuday Beriwala,5.0,Wonderful food in that resturent.,2 years ago
Keshav Jajodia,4.0,Awesome pizzas but bit expensive,6 years ago
Rohit jajodia,5.0,Nice place for pizza and pasta,a year ago
MAHENDRA MITRA,5.0,Very good ambiance.,4 years ago
Nilesh Patodia,5.0,Best pizzeria in Kolkata !,6 years ago
Raju Tuladhar,5.0,Best authentic Italian,a year ago
Akshay N,4.0,Nice place   Food : 3/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 3/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
Shrey Garg,5.0,The best focaccia in town,3 years ago
Neha Chaudhuri,5.0,Awesome diner in the city :),6 years ago
Anirudh Nandy,3.0,Not worth the cost,a year ago
Saqib khan,5.0,Excellent food and service,3 years ago
Jitendra Singh,5.0,Good place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
rekha kv,5.0,Good place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Manish Fomra,5.0,Lovely place for Italian food,2 years ago
Manan Bhanushali,5.0,Amazing Veg pizzas,a year ago
chhavi dhir,2.0,Great place,7 months ago
Laxmi kant bhattacharya,5.0,Best place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Niloy Pal,3.0,Good location.Good ambiance..,7 years ago
Arun Garodia,5.0,Too good!,2 years ago
Ashutosh Pandey,5.0,Great place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Star Containers (Goutam Bag),5.0,Nice food,2 years ago
Abhisek Chattopadhyay,4.0,Too costly for normal people,4 years ago
ankita goundalkar,4.0,Food and service was brilliant,6 years ago
Shreeja Sinha,4.0,Bathroom was not upto the mark,2 years ago
Dev Gupta,5.0,Gives tasty foods,4 years ago
Shiv Malhotra,3.0,Good but expensive food,4 years ago
Antony kiran soni,5.0,Execellent place,7 months ago
Sulagna Ghosh,5.0,Amazing place and food.,5 years ago
Ashish Goenka,5.0,Expensive but great place,2 years ago
Tanveer Khan,5.0,Best place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
U.M.D Entertainment,5.0,Delicious food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Raja Reddy,5.0,Great place,7 months ago
sasank mouli,5.0,Super,7 months ago
Sujay Nag,5.0,Excellent food and service,3 years ago
ravi teja,4.0,good place Vegetarian options: couple of veg tried it was good Parking: enough space Kid-friendliness: friendly staff ,7 months ago
tirthankar gupta,5.0,Lovely food and ambience,3 years ago
Sk Mohammed Ali,3.0,Nice place for quick bite.,6 years ago
neha padiaa,4.0,Awesome place,7 months ago
PRATHAM GUPTA,4.0,Pizza's were great,2 years ago
Satyajit Sen,4.0,Great Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,11 months ago
Rijesh Janardhanan,5.0,Gr8 place for Italian food  ,5 years ago
Sandeep Maskara,3.0,Ambience and service is good,5 years ago
Madhav Mohta,5.0,Best pizza in Kolkata,5 years ago
Eituparna Modak,4.0,Pollo pizza n ice tea...  ,4 years ago
Susnata Karmakar,3.0,highly overpriced in my opinion..,4 years ago
Pavan Kumar,5.0,nice place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Rajen Rajgarhia,4.0,Excellent food & service,3 years ago
Rohit Bothra,5.0,Amazing food and service,4 years ago
Yogesh Tiwari,4.0,Interesting place,7 months ago
Barbara Kysela,5.0,The best italian place in town  ,5 years ago
rajesh kumar,5.0,Food taste is awesome,2 years ago
Piyush Dhanuka,5.0,Great place for Piazza's,6 years ago
Prashanth Raghavan,5.0,Nice place,7 months ago
Sukhwinder Singh Ghumman,5.0,Nice place,7 months ago
Vijay Bokadia,4.0,Pizzeria but quality not same as before,2 years ago
pratibha narayan,5.0,Nice place,7 months ago
Rishi Jain,5.0,Awesom experience as always,a year ago
Mihir Patel,5.0,Nice place Service : 5/5 Service : 5/5 ,7 months ago
Santanu Bhattacharya,5.0,Good quality food,4 years ago
sujal shaha,5.0,Nice place,7 months ago
Srinath Kalbhairav,5.0,Nice place,7 months ago
Aadya Saraogi,5.0,Real pizza ! Amazing place,5 years ago
shreya kajaria,3.0,Nice plc,10 years ago
aditya mohnot,5.0,Can go there over and over again,5 years ago
Shubham Bhagat,4.0,Some really tasty delicacies.,4 years ago
arvind nevatia,4.0,A bit over priced!,5 years ago
Divya Jain,5.0,I love the ambience of this place,4 years ago
Annabel Phelan,5.0,Objectively delicious pizza,3 years ago
Kalyani Bhowmick,5.0,Nice food,4 years ago
ARINDAM SARKAR,5.0,Awesome pizza experience...,2 years ago
Praneeth D,3.0,Tasty food Food : 5/5   |   Service : 3/5   |   Atmosphere : 3/5 Food : 5/5   |   Service : 3/5   |   Atmosphere : 3/5 ,7 months ago
Dr Shoaib Mustafa,4.0,Good one,4 years ago
DND LOGAN,5.0,To good,a year ago
Mohit Mohit,5.0,Good food,4 years ago
Javed Raja,5.0,very nice place in this area,2 years ago
Dhirendra Doshi,4.0,Very nice,5 years ago
Amol Shendre,4.0,Very good,3 years ago
Amit Jalan,5.0,Nice.,2 years ago
Dan Lander,4.0,Go to pizza joint in Kolkata.,7 years ago
Mitul Das,4.0,Great place good food,4 years ago
Pratap Gupta,5.0,Good b,5 years ago
Partha Banerjee,4.0,Not bad,4 years ago
Anupam Goswami,4.0,small touch of italy in bengal,6 years ago
Dibs D,3.0,Very expensive compared to quality,6 years ago
pragnesh roy,5.0,very nice,6 years ago
Bharat Bhura,5.0,Consistently good food!!!,3 years ago
Mr. Vicky,3.0,Not bad,5 years ago
Sajid Mowjee,5.0,Very good food.,6 years ago
susobhan mukhopadhyay,5.0,excellent food and ambience,4 years ago
Santanu,4.0,Good for Italian food,7 years ago
anshuman mohta,5.0,Simply amazing!,a year ago
Adnan Zavery,5.0,Looking forward to visit soon,5 years ago
Srimati Mukherjee,4.0,Food was good.,a year ago
Durgesh Jaiswal,3.0,Overpriced and waiting time is more and more ...,4 years ago
Vasudha Misra,3.0,A pretty decent pizza.,4 years ago
Shashank Goenka,2.0,Taste was not as it used to be,4 years ago
Ashmita Gupta,2.0,The food was not great,4 years ago
Tapan Desai,5.0,Outstanding. Best in town.,5 years ago
Asmita Kar,5.0,Loveeeeee the food!!,a year ago
SUNDEEP DOSHI,5.0,Finest Italian food in the city,5 years ago
Voruganti Rajesh,4.0,Good Place for Pizzas,a year ago
Rumi Bag,5.0,Nice place and food,4 years ago
Vikash Agarwal,5.0,Very happy to being there,5 years ago
Harsh Dugar,5.0,Must visit for Italian lovers,4 years ago
Jaya Mondal,5.0,Italian pizza and great ambience,4 years ago
Koirabinee Das Bhaumik,2.0,Meh,a year ago
Surajit Bose,5.0,Best of awesome place,a year ago
swati agarwalla,5.0,   ,4 years ago
Mona Punwani,4.0,Good food.Chill place,5 years ago
BISWAJIT GHOSH,5.0,Good area,4 years ago
R Bhandia,5.0,Best pizzas in town!,5 years ago
Akash Sarkar,1.0,Pizza is not good,a year ago
Anukul Kumar,4.0,Good for drinks and Pastas,5 years ago
fershid dastur,5.0,Best pizza in town.,4 years ago
Arghya Mukherjee,5.0,A proper Italian cuisine.,4 years ago
SUROJIT BARAL,5.0,Nice experience,a year ago
Guzman Lago,3.0,Very quiet place,5 years ago
ankan shaw,4.0,A bit costly,a year ago
alipta jena,5.0,Pizza was just perfect,2 years ago
Vignesh A,5.0,Super place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Ekagra Priyadarshi,5.0,"One word, Fantabulous!",5 years ago
Ankita Banerjee,5.0,Very very good,a year ago
Amol Jain,5.0,Best pizza in town.,6 years ago
Chandrika Bajla,1.0,Extremely disappointing experience !!!,4 years ago
Furhan Masood,5.0,Always a favourite.,a year ago
Sanjib Das,5.0,Lovely  ,5 years ago
Hemant Rathi,3.0,Far too bland food,2 years ago
koel sarkar,4.0,Food was great.,4 years ago
Sattìk,5.0,Very nice food,5 years ago
Yavi,5.0,Awesome!,6 years ago
Vivek Bajoria,5.0,Standard of service restored,4 years ago
Amanpreet Sidhu,5.0,It was a heartsome experience..,6 years ago
Vivek Singh,1.0,Very tasteless food,4 years ago
Nirjhareswar Banerjee,5.0,Lovely!,4 years ago
Uttara Swaika,4.0,Needs better staff,5 years ago
Bhavin Mehta,5.0,good fresh pizza!!!,6 years ago
Vivek Mahansaria,4.0,Amazing pizza joint,5 years ago
Somak Chakraborty,5.0,Awesome,2 years ago
Pritam Chowdhury,5.0,Good italian,a year ago
Arnab Mukhuty,5.0,Liked it,4 years ago
Vikram Bhutoria,5.0,Best pizza place,4 years ago
Arindam Koley,4.0,Only Italian food,4 years ago
Alok Dwivedi,5.0,Great Italian pizza,2 years ago
Adrij Bose,5.0,Just awesome   ,a year ago
rohit gaharwar,5.0,100% Italian Pizza,6 years ago
Amit Kandhari,5.0,Best pizzas ever,5 years ago
Pradip Ghosh,5.0,Good place to dine,5 years ago
Shobha Khilani,3.0,Average food wiality,4 years ago
JYOTIRMAYEE MISHRA,5.0,Teasty,3 years ago
Yoli Barco,5.0,The best Italian food,5 years ago
Soumya Sengupta,5.0,Authentic Italian restaurant,2 years ago
Pranay Jain,5.0,Awesome as always!,4 years ago
Birinder Singh,5.0,Awesome food.,5 years ago
Rangeet Das,4.0,Nice ambience,4 years ago
Shreyas Palod,3.0,Ok,6 years ago
Shankar Krishnan,5.0,The Place to go to for pizza.,a year ago
dharmesh,5.0,Excellent food.,5 years ago
Anshul Agarwal,3.0,Nice ambience,5 years ago
Sayani Bhattacharjee,5.0,Beautiful ambience,6 years ago
Dipankar Das,5.0,Good,3 years ago
Arunangsho Chatterjee,4.0,Good,4 years ago
Aditya Chatterjee,5.0,Amazing service.,5 years ago
Karan Dhupar,4.0,Decent grub.,5 years ago
Bhavya Sahay,5.0,Awesome,5 years ago
Krish Balani,5.0,Good,5 years ago
